"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","38","15","1","0","16","1","71","7","BOARD ACTION","5","3","0","1","1","0","10"
"BY MAIL","1,992","718","19","19","578","37","3,363","60","COUNTY TRANSFER - OUT","2,366","871","17","17","596","67","3,934"
"DESIGNATED STATE AGENCIES","118","58","1","1","57","1","236","4","CRIMINAL CONVICTION","73","31","1","0","26","3","134"
"ELDERLY / DISABLED","3","2","0","0","0","0","5","0","DEATH NOTICE","836","302","0","0","65","14","1,217"
"FROM ANOTHER BOARD","369","112","1","3","108","9","602","21","DUPLICATE","71","45","0","0","30","0","146"
"PROVISIONAL BALLOT","4","1","0","0","0","0","5","0","MAIL VERIFICATION (NVRA)","1,299","348","7","1","240","176","2,071"
"IN PERSON","60","29","0","0","18","0","107","4","MENTAL INCOMPETENCY","1","1","0","0","0","0","2"
"MOTOR VEHICLE ADMINISTRATION","3,604","1,703","30","52","2,303","74","7,766","555","MOVED OUT OF STATE","596","395","3","3","234","30","1,261"
"NVRA BY MAIL","86","52","1","1","41","0","181","3","OTHER","85","34","3","0","37","2","161"
"OTHER MEANS","166","40","2","1","61","5","275","188","VOTER REQUEST","2","1","0","0","1","0","4"
"RECRUITING","1","0","0","0","0","0","1","0","CONFIRMATION MAIL","1,378","732","9","5","837","17","2,978"
"SOCIAL SERVICES","1","0","0","0","0","0","1","0","","","","","","","",""
"VOLUNTEER","146","32","0","4","60","9","251","1","","","","","","","",""
"TOTAL","6,588","2,762","55","81","3,242","136","12,864","843","TOTAL","6,712","2,763","40","27","2,067","309","11,918"
