"Cecil","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","3","7","0","0","2","0","12","2","COUNTY TRANSFER - OUT","8","7","0","0","3","2","20"
"DESIGNATED STATE AGENCIES","1","1","0","0","2","0","4","0","CRIMINAL CONVICTION","1","2","0","0","2","0","5"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","7","4","0","0","1","0","12"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","0","1","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","36","44","1","1","38","1","121","2","MOVED OUT OF STATE","6","6","0","0","2","0","14"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","OTHER","3","2","0","0","1","0","6"
"OTHER MEANS","1","0","0","0","0","0","1","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","25","17","0","0","3","1","46"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","41","52","1","1","42","1","138","4","TOTAL","50","39","0","0","12","3","104"
