"St. Mary's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","13","25","0","1","13","0","52","4","COUNTY TRANSFER - OUT","23","12","1","0","7","3","46"
"DESIGNATED STATE AGENCIES","22","25","1","0","4","1","53","1","CRIMINAL CONVICTION","3","0","0","0","1","0","4"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","20","7","0","0","0","0","27"
"FROM ANOTHER BOARD","2","1","0","0","1","0","4","0","DUPLICATE","0","1","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","11","8","1","0","5","0","25"
"IN PERSON","2","1","0","0","0","0","3","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","98","85","1","3","86","3","276","19","MOVED OUT OF STATE","11","17","0","0","4","0","32"
"NVRA BY MAIL","1","0","0","0","0","0","1","0","OTHER","5","3","0","0","3","0","11"
"OTHER MEANS","2","0","0","0","0","0","2","2","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","1","0","0","0","0","0","1","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","141","137","2","4","104","4","392","26","TOTAL","73","48","2","0","20","3","146"
