"Montgomery","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","17","7","0","0","7","1","32","3","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","341","84","4","2","119","11","561","12","COUNTY TRANSFER - OUT","226","106","1","4","57","0","394"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","1","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","10","9","0","0","1","0","20"
"FROM ANOTHER BOARD","1","0","0","0","0","0","1","0","DUPLICATE","22","15","0","0","15","0","52"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","3","0","0","2","0","5"
"IN PERSON","8","2","0","0","0","0","10","0","MENTAL INCOMPETENCY","1","1","0","0","0","0","2"
"MOTOR VEHICLE ADMINISTRATION","732","248","6","12","603","20","1,621","96","MOVED OUT OF STATE","225","91","1","1","98","1","417"
"NVRA BY MAIL","0","1","0","0","0","0","1","0","OTHER","23","11","0","0","15","1","50"
"OTHER MEANS","11","3","0","1","12","2","29","50","VOTER REQUEST","1","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1,062","546","8","5","715","7","2,343"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","65","9","0","0","11","9","94","0","","","","","","","",""
"TOTAL","1,175","354","10","15","752","43","2,349","161","TOTAL","1,571","782","10","10","903","9","3,285"
