"Harford","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","66","40","0","0","19","2","127","1","COUNTY TRANSFER - OUT","59","35","1","0","18","2","115"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","5","3","0","0","1","0","9"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","15","8","0","0","0","0","23"
"FROM ANOTHER BOARD","1","2","0","0","0","0","3","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","1","0","0","0","0","0","1","0","MAIL VERIFICATION (NVRA)","3","2","0","0","1","0","6"
"IN PERSON","1","1","0","0","0","0","2","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","117","76","1","2","98","3","297","3","MOVED OUT OF STATE","21","19","0","1","6","0","47"
"NVRA BY MAIL","4","3","0","0","3","0","10","0","OTHER","0","1","0","0","0","0","1"
"OTHER MEANS","2","0","0","0","1","0","3","1","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","27","24","0","0","9","0","60"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","1","3","0","0","1","0","5","0","","","","","","","",""
"TOTAL","193","125","1","2","122","5","448","5","TOTAL","130","92","1","1","35","2","261"
