"Talbot","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","2","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","9","10","0","0","2","0","21","7","COUNTY TRANSFER - OUT","13","22","0","0","3","0","38"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","1","0","0","0","0","0","1"
"FROM ANOTHER BOARD","2","1","0","0","0","0","3","2","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","3","1","0","0","1","0","5"
"IN PERSON","1","2","0","0","0","0","3","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","18","15","0","0","10","0","43","8","MOVED OUT OF STATE","2","8","0","0","2","1","13"
"NVRA BY MAIL","0","1","0","0","0","0","1","0","OTHER","0","0","0","0","0","0","0"
"OTHER MEANS","1","1","0","0","1","0","3","0","VOTER REQUEST","0","0","0","0","1","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","3","0","0","0","0","0","3","0","","","","","","","",""
"TOTAL","34","30","0","0","13","0","77","19","TOTAL","19","31","0","0","7","1","58"
