"Washington","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","1","0","0","0","0","1","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","19","13","0","0","11","0","43","1","COUNTY TRANSFER - OUT","22","9","0","0","7","0","38"
"DESIGNATED STATE AGENCIES","3","0","0","0","0","0","3","0","CRIMINAL CONVICTION","6","1","0","0","0","0","7"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","30","27","0","0","5","0","62"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","1","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","2","1","0","0","0","0","3","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","69","76","2","1","61","1","210","42","MOVED OUT OF STATE","10","13","0","0","3","0","26"
"NVRA BY MAIL","7","5","0","0","3","0","15","0","OTHER","2","2","0","0","1","0","5"
"OTHER MEANS","0","3","0","0","0","0","3","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","1","0","0","1","0","2","0","","","","","","","",""
"TOTAL","100","100","2","1","76","1","280","43","TOTAL","70","52","0","0","17","0","139"
