"Frederick","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","1","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","54","32","1","0","24","0","111","1","COUNTY TRANSFER - OUT","23","31","0","0","21","0","75"
"DESIGNATED STATE AGENCIES","11","6","0","0","4","0","21","0","CRIMINAL CONVICTION","3","2","0","0","1","0","6"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","1","2","0","0","0","0","3"
"FROM ANOTHER BOARD","37","36","0","0","10","0","83","1","DUPLICATE","1","2","0","0","0","0","3"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","1","0","0","0","1","0","2"
"IN PERSON","3","1","0","0","2","0","6","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","92","85","0","3","97","0","277","1","MOVED OUT OF STATE","15","11","0","0","15","1","42"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","OTHER","3","1","1","0","1","0","6"
"OTHER MEANS","11","2","1","0","1","0","15","0","VOTER REQUEST","1","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","3","0","0","1","0","5"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","1","0","0","1","0","2","0","","","","","","","",""
"TOTAL","209","163","2","3","139","0","516","3","TOTAL","49","52","1","0","40","1","143"
