"Caroline","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","5","6","0","0","2","0","13","","COUNTY TRANSFER - OUT","4","11","0","0","1","0","16"
"DESIGNATED STATE AGENCIES","0","3","0","0","1","0","4","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","7","1","0","0","0","0","8"
"FROM ANOTHER BOARD","2","3","0","0","1","0","6","0","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","0","0","0","0","1","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","19","17","1","0","18","0","55","0","MOVED OUT OF STATE","3","1","0","0","2","0","6"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","OTHER","0","0","0","0","0","0","0"
"OTHER MEANS","1","0","0","0","1","0","2","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","1","0","0","0","0","0","1","0","","","","","","","",""
"TOTAL","28","29","1","0","24","0","82","0","TOTAL","14","13","0","0","3","0","30"
