"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","AME","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","AME","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","2","0","0","0","1","0","3","1","BOARD ACTION","2","0","0","0","0","1","0","3"
"BY MAIL","690","275","0","7","12","344","9","1,337","708","CONFIRMATION MAIL","74","38","0","0","1","42","0","155"
"DESIGNATED STATE AGENCIES","101","35","0","2","1","40","0","179","13","COUNTY TRANSFER - OUT","3,232","1,316","0","22","38","1,139","43","5,790"
"ELDERLY / DISABLED","1","0","0","0","0","1","0","2","18","CRIMINAL CONVICTION","163","35","0","3","4","42","4","251"
"FROM ANOTHER BOARD","23","17","0","0","0","6","1","47","40","DEATH NOTICE","1,617","677","0","2","1","221","23","2,541"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","11","DUPLICATE","7","1","0","0","0","2","0","10"
"IN PERSON","27","8","0","0","0","13","0","48","8","MAIL VERIFICATION (NVRA)","5,598","1,672","1","33","44","1,967","229","9,544"
"MOTOR VEHICLE ADMINISTRATION","7101","2688","1","47","147","3844","26","13,854","6,629","MENTAL INCOMPETENCY","0","1","0","0","0","0","0","1"
"NVRA BY MAIL","8","24","0","0","0","22","1","55","7","MOVED OUT OF STATE","585","464","0","9","7","291","8","1,364"
"ONLINE REGISTRATION","345","158","0","3","11","164","5","686","85","OTHER","333","48","1","4","0","111","3","500"
"OTHER MEANS","81","74","0","1","1","91","2","250","1,150","VOTER REQUEST","10","7","0","0","0","4","0","21"
"RECRUITING","0","0","0","0","0","0","0","0","1","","","","","","","","","0"
"SOCIAL SERVICES","46","10","0","1","1","24","0","82","18","","","","","","","","",""
"VOLUNTEER","8","13","0","0","0","5","1","27","0","","","","","","","","",""
"TOTAL","8,431","3,304","1","61","173","4,555","45","16,570","8,689","TOTAL","11,621","4,259","2","73","95","3,820","310","20,180"
