"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","8","1","0","0","2","0","11","15","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","163","85","1","2","41","3","295","81","CONFIRMATION MAIL","2","0","0","0","0","0","2"
"DESIGNATED STATE AGENCIES","4","0","0","0","1","0","5","1","COUNTY TRANSFER - OUT","1,996","636","2","15","397","15","3,061"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","5","CRIMINAL CONVICTION","41","6","1","0","7","0","55"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","2","DEATH NOTICE","75","61","1","0","16","0","153"
"PROVISIONAL BALLOT","2202","540","2","10","249","14","3,017","1,872","DUPLICATE","18","6","0","1","1","0","26"
"IN PERSON","22","10","0","0","9","0","41","12","MAIL VERIFICATION (NVRA)","2,599","816","10","20","744","67","4,256"
"MOTOR VEHICLE ADMINISTRATION","718","530","3","17","499","7","1,774","107","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"NVRA BY MAIL","14","4","0","0","1","1","20","8","MOVED OUT OF STATE","39","51","0","0","10","1","101"
"ONLINE REGISTRATION","201","120","2","6","70","4","403","29","OTHER","24","3","0","0","5","0","32"
"OTHER MEANS","105","17","0","1","12","0","135","65","VOTER REQUEST","5","3","0","0","1","0","9"
"RECRUITING","0","0","0","0","0","0","0","0","","","","","","","","0"
"SAME DAY REGISTRATION","100","20","0","0","4","0","124","0","","","","","","","",""
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","2","1","0","0","0","0","3","1","","","","","","","",""
"TOTAL","3,539","1,328","8","36","888","29","5,828","2,198","TOTAL","4,799","1,582","14","36","1,181","83","7,695"
