"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","AME","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","AME","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","12","6","0","0","0","4","0","22","292","BOARD ACTION","2","0","0","0","0","26","0","28"
"BY MAIL","918","518","0","9","13","563","18","2,039","822","CONFIRMATION MAIL","111","53","0","2","0","41","2","209"
"DESIGNATED STATE AGENCIES","31","21","0","0","1","12","2","67","10","COUNTY TRANSFER - OUT","4,142","1,749","0","32","40","1,556","68","7,587"
"ELDERLY / DISABLED","5","0","0","0","0","1","0","6","41","CRIMINAL CONVICTION","196","32","0","2","0","32","2","264"
"FROM ANOTHER BOARD","8","9","0","0","0","10","2","29","44","DEATH NOTICE","2,454","991","0","5","3","253","50","3,756"
"PROVISIONAL BALLOT","87","9","0","0","0","11","1","108","771","DUPLICATE","8","0","0","0","0","3","6","17"
"IN PERSON","232","81","0","0","1","71","2","387","537","MAIL VERIFICATION (NVRA)","6,252","4,133","0","62","80","3,052","91","13,670"
"MOTOR VEHICLE ADMINISTRATION","9353","3460","42","15","20","5044","46","17,980","11,510","MENTAL INCOMPETENCY","5","0","0","0","0","0","0","5"
"NVRA BY MAIL","72","41","0","0","1","57","1","172","11","MOVED OUT OF STATE","1,765","1,205","0","15","14","898","51","3,948"
"ONLINE REGISTRATION","435","201","0","10","15","226","2","889","59","VOTER REQUEST","17","12","0","1","0","11","0","41"
"OTHER MEANS","573","155","0","3","6","155","8","900","1,087","OTHER","150","52","0","1","2","80","5","290"
"RECRUITING","2","1","0","0","0","2","0","5","0","","","","","","","","",""
"SOCIAL SERVICES","50","5","0","0","0","28","0","83","26","","","","","","","","",""
"VOLUNTEER","6","1","0","0","0","0","0","7","0","","","","","","","","",""
"TOTAL","11,784","4,508","42","37","57","6,184","82","22,694","15,210","TOTAL","15,102","8,227","0","120","139","5,952","275","29,815"
