"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","26","3","0","0","2","1","32","7","BOARD ACTION","11","0","0","0","3","0","14"
"BY MAIL","1,425","753","13","14","589","35","2,829","71","COUNTY TRANSFER - OUT","1,896","933","16","22","594","62","3,523"
"DESIGNATED STATE AGENCIES","78","47","0","2","55","1","183","10","CRIMINAL CONVICTION","286","56","0","1","64","1","408"
"ELDERLY / DISABLED","6","1","0","0","0","0","7","0","DEATH NOTICE","4,190","1,027","4","2","296","44","5,563"
"FROM ANOTHER BOARD","538","168","1","6","192","7","912","12","DUPLICATE","148","51","1","1","28","8","237"
"PROVISIONAL BALLOT","34","8","0","1","8","0","51","3","MAIL VERIFICATION (NVRA)","189","154","1","2","77","8","431"
"IN PERSON","68","48","1","1","51","1","170","9","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","3,978","1,958","35","50","2,520","71","8,612","690","MOVED OUT OF STATE","783","495","16","4","296","12","1,606"
"NVRA BY MAIL","82","67","1","2","28","0","180","6","OTHER","163","65","2","2","95","2","329"
"OTHER MEANS","126","59","1","2","59","3","250","121","VOTER REQUEST","11","3","0","0","5","1","20"
"RECRUITING","1","0","0","0","1","0","2","0","CONFIRMATION MAIL","619","430","5","5","351","4","1,414"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","98","42","2","0","50","0","192","0","","","","","","","",""
"TOTAL","6,460","3,154","54","78","3,555","119","13,420","929","TOTAL","8,296","3,214","45","39","1,809","142","13,545"
