"Wicomico","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","6","0","0","0","0","0","6"
"BY MAIL","13","15","0","0","8","0","36","6","COUNTY TRANSFER - OUT","15","9","0","0","4","0","28"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","53","28","0","0","4","1","86"
"FROM ANOTHER BOARD","5","1","0","0","0","0","6","4","DUPLICATE","2","0","0","0","1","0","3"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","1","8","0","0","0","0","9","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","51","51","1","1","33","0","137","39","MOVED OUT OF STATE","6","13","0","0","3","0","22"
"NVRA BY MAIL","5","3","0","0","2","0","10","3","OTHER","3","3","0","0","2","1","9"
"OTHER MEANS","0","1","0","0","1","0","2","2","VOTER REQUEST","2","0","0","0","0","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","3","0","0","0","0","3","0","","","","","","","",""
"TOTAL","75","82","1","1","44","0","203","54","TOTAL","87","53","0","0","14","2","156"
