"Howard","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","1","0","0","0","0","1","2","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","85","63","1","0","44","3","196","8","COUNTY TRANSFER - OUT","95","58","0","5","36","8","202"
"DESIGNATED STATE AGENCIES","11","7","0","0","10","0","28","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","1","0","0","0","0","0","1","0","DEATH NOTICE","61","25","0","0","8","2","96"
"FROM ANOTHER BOARD","6","5","0","0","2","0","13","3","DUPLICATE","14","2","0","1","1","0","18"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","8","3","0","0","1","1","13"
"IN PERSON","4","6","0","0","0","0","10","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","201","112","1","5","160","1","480","23","MOVED OUT OF STATE","29","16","1","0","5","0","51"
"NVRA BY MAIL","12","5","0","0","2","0","19","0","OTHER","3","3","1","0","4","0","11"
"OTHER MEANS","10","2","0","0","1","0","13","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","1","2"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","330","201","2","5","219","4","761","37","TOTAL","211","107","2","6","55","12","393"
