"Harford","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","32","37","0","1","18","1","89","0","COUNTY TRANSFER - OUT","54","52","0","0","25","2","133"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","1","1","0","0","2","0","4"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","64","42","0","0","7","0","113"
"FROM ANOTHER BOARD","2","0","0","0","1","0","3","0","DUPLICATE","3","2","0","0","2","0","7"
"PROVISIONAL BALLOT","3","2","0","0","4","0","9","1","MAIL VERIFICATION (NVRA)","8","9","0","1","4","0","22"
"IN PERSON","3","1","0","0","1","0","5","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","159","121","0","1","109","5","395","5","MOVED OUT OF STATE","35","44","0","0","16","0","95"
"NVRA BY MAIL","8","5","0","0","1","0","14","0","OTHER","2","2","0","0","1","0","5"
"OTHER MEANS","3","2","0","0","2","0","7","3","VOTER REQUEST","","","","","","","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","13","12","0","0","4","0","29"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","8","5","0","0","10","0","23","0","","","","","","","",""
"TOTAL","218","173","0","2","146","6","545","9","TOTAL","180","164","0","1","61","2","408"
