"Worcester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","13","13","1","0","8","0","35","2","COUNTY TRANSFER - OUT","20","20","0","0","8","0","48"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","1","0","0","0","0","1"
"ELDERLY / DISABLED","2","1","0","0","0","0","3","0","DEATH NOTICE","36","25","0","0","6","0","67"
"FROM ANOTHER BOARD","1","1","0","0","0","0","2","1","DUPLICATE","5","4","0","0","1","0","10"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","0","0","0","0","0","0","0","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","25","27","1","0","24","3","80","7","MOVED OUT OF STATE","7","4","0","0","0","0","11"
"NVRA BY MAIL","3","1","0","0","0","0","4","0","OTHER","2","1","0","0","0","0","3"
"OTHER MEANS","0","2","0","0","0","0","2","1","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","12","5","0","0","2","0","19"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","5","3","0","0","3","0","11","0","","","","","","","",""
"TOTAL","49","48","2","0","35","3","137","12","TOTAL","82","60","0","0","17","0","159"
