"Talbot","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","1","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","21","22","1","0","11","1","56","8","COUNTY TRANSFER - OUT","13","8","0","0","3","0","24"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","1","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","77","47","0","0","10","2","136"
"FROM ANOTHER BOARD","2","0","0","0","3","0","5","3","DUPLICATE","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","25","21","0","0","16","2","64"
"IN PERSON","1","4","0","0","3","0","8","2","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","22","28","0","0","15","0","65","6","MOVED OUT OF STATE","1","8","0","0","2","1","12"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","OTHER","0","3","0","0","0","0","3"
"OTHER MEANS","1","2","0","0","1","0","4","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","4","6","0","0","3","0","13"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","47","56","1","0","33","1","138","20","TOTAL","121","93","0","0","34","5","253"
