"Kent","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","8","9","0","0","3","0","20","0","COUNTY TRANSFER - OUT","1","3","0","0","0","0","4"
"DESIGNATED STATE AGENCIES","2","0","0","0","1","0","3","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","8","7","0","0","0","0","15"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","DUPLICATE","1","0","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","1","1","0","0","0","0","2","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","23","9","0","0","6","0","38","0","MOVED OUT OF STATE","1","0","0","0","1","0","2"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","OTHER","1","1","0","0","0","0","2"
"OTHER MEANS","1","0","0","0","0","0","1","9","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","1","0","0","0","0","0","1","0","","","","","","","",""
"TOTAL","36","19","0","0","10","0","65","9","TOTAL","12","11","0","0","1","0","24"
