"Anne Arundel","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","3","0","0","0","0","0","3","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","116","73","1","1","65","0","256","5","COUNTY TRANSFER - OUT","149","107","2","1","68","0","327"
"DESIGNATED STATE AGENCIES","7","16","0","0","1","1","25","2","CRIMINAL CONVICTION","1","2","0","0","1","0","4"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","173","93","0","1","29","0","296"
"FROM ANOTHER BOARD","63","34","0","3","28","0","128","0","DUPLICATE","14","4","0","0","2","0","20"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","1","MAIL VERIFICATION (NVRA)","0","0","0","0","1","0","1"
"IN PERSON","3","2","0","0","2","0","7","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","275","264","1","9","239","0","788","344","MOVED OUT OF STATE","34","50","1","0","23","0","108"
"NVRA BY MAIL","16","18","0","2","7","0","43","0","OTHER","19","17","1","0","26","0","63"
"OTHER MEANS","2","3","0","0","7","0","12","0","VOTER REQUEST","4","2","0","0","1","0","7"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","69","25","1","2","26","0","123"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","2","7","0","0","3","0","12","0","","","","","","","",""
"TOTAL","487","417","2","15","352","1","1,274","352","TOTAL","463","300","5","4","177","0","949"
