"Baltimore City","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","1","0","0","0","0","3","2","BOARD ACTION","2","0","0","0","2","0","4"
"BY MAIL","174","47","3","1","52","3","280","4","COUNTY TRANSFER - OUT","487","76","3","4","88","6","664"
"DESIGNATED STATE AGENCIES","1","1","0","0","1","0","3","0","CRIMINAL CONVICTION","194","13","0","0","24","0","231"
"ELDERLY / DISABLED","2","0","0","0","0","0","2","0","DEATH NOTICE","2,480","241","1","0","123","3","2,848"
"FROM ANOTHER BOARD","14","7","0","0","5","1","27","0","DUPLICATE","41","8","1","0","3","1","54"
"PROVISIONAL BALLOT","29","5","0","1","3","0","38","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","9","2","1","0","11","0","23","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","489","109","4","2","216","7","827","35","MOVED OUT OF STATE","0","0","0","0","0","0","0"
"NVRA BY MAIL","2","0","0","0","0","0","2","0","OTHER","60","4","0","0","19","0","83"
"OTHER MEANS","19","9","0","0","10","0","38","10","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","0","1"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","15","1","0","0","4","0","20","0","","","","","","","",""
"TOTAL","756","182","8","4","302","11","1,263","52","TOTAL","3,265","342","5","4","259","10","3,885"
