"Cecil","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","13","12","0","0","9","0","34","1","COUNTY TRANSFER - OUT","7","14","0","0","6","0","27"
"DESIGNATED STATE AGENCIES","0","1","0","0","1","0","2","0","CRIMINAL CONVICTION","2","1","0","0","2","0","5"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","22","14","1","0","3","0","40"
"FROM ANOTHER BOARD","0","1","0","0","0","0","1","0","DUPLICATE","1","0","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"IN PERSON","0","1","0","1","1","0","3","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","72","62","2","3","45","2","186","1","MOVED OUT OF STATE","8","11","0","0","6","0","25"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","OTHER","0","0","0","1","1","0","2"
"OTHER MEANS","1","0","0","0","0","0","1","0","VOTER REQUEST","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","41","24","1","0","23","0","89"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","2","3","0","0","1","0","6","0","","","","","","","",""
"TOTAL","88","80","2","4","57","2","233","2","TOTAL","81","64","2","1","41","0","189"
