"Frederick","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","36","35","0","0","29","0","100","0","COUNTY TRANSFER - OUT","56","60","2","2","33","0","153"
"DESIGNATED STATE AGENCIES","8","5","0","0","6","0","19","0","CRIMINAL CONVICTION","4","2","0","0","1","0","7"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","65","51","0","0","12","0","128"
"FROM ANOTHER BOARD","34","25","0","0","11","0","70","0","DUPLICATE","1","1","0","0","0","0","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","23","50","0","0","11","0","84"
"IN PERSON","1","5","0","0","4","0","10","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","127","123","2","3","93","0","348","2","MOVED OUT OF STATE","21","24","0","1","9","0","55"
"NVRA BY MAIL","1","0","0","0","0","0","1","0","OTHER","1","3","0","0","2","0","6"
"OTHER MEANS","6","12","0","1","4","0","23","0","VOTER REQUEST","1","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","89","98","1","1","50","0","239"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","3","1","0","0","2","0","6","0","","","","","","","",""
"TOTAL","216","206","2","4","149","0","577","2","TOTAL","261","289","3","4","118","0","675"
