"Baltimore Co.","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","20","1","0","0","2","0","23","1","BOARD ACTION","0","0","0","0","0","0","0"
"BY MAIL","224","126","3","4","83","6","446","7","COUNTY TRANSFER-OUT","300","131","2","4","78","10","525"
"DESIGNATED STATE AGENCIES","3","5","0","1","2","0","11","0","CRIMINAL CONVICTION","62","22","0","0","24","1","109"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","DEATH NOTICE","423","145","1","0","25","8","602"
"FROM ANOTHER BOARD","6","7","1","0","2","0","16","0","DUPLICATE","14","8","0","0","3","0","25"
"PROVISIONAL BALLOT","0","1","0","0","0","0","1","0","MAIL VERIFICATION (NVRA)","24","15","0","0","5","0","44"
"IN PERSON","17","2","0","0","0","0","19","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","837","295","6","8","381","16","1,543","7","MOVED OUT OF STATE","54","41","2","0","14","1","112"
"NVRA BY MAIL","6","5","0","0","1","0","12","0","OTHER","15","5","0","0","4","0","24"
"OTHER MEANS","15","9","1","1","5","0","31","78","VOTER REQUEST","1","1","0","0","0","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","23","6","0","0","10","0","39"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","","","","","","","",""
"TOTAL","1,128","451","11","14","476","22","2,102","93","TOTAL","916","374","5","4","163","20","1,482"
