"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","AME","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","AME","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","9","BOARD ACTION","1","0","0","0","0","0","0","1"
"BY MAIL","1114","461","1","13","17","479","20","2,105","1,031","CONFIRMATION MAIL","86","41","0","1","3","34","1","166"
"DESIGNATED STATE AGENCIES","121","40","0","0","0","44","0","205","1","COUNTY TRANSFER - OUT","3,716","1,379","0","24","38","1,284","44","6,485"
"ELDERLY / DISABLED","4","0","0","0","0","4","0","8","2","CRIMINAL CONVICTION","103","22","0","0","1","15","3","144"
"FROM ANOTHER BOARD","21","19","0","1","0","11","0","52","16","DEATH NOTICE","2,962","1,181","0","4","4","362","53","4,566"
"PROVISIONAL BALLOT","1","0","0","0","0","0","0","1","6","DUPLICATE","74","10","0","0","0","19","9","112"
"IN PERSON","25","19","0","0","0","12","0","56","7","MAIL VERIFICATION (NVRA)","6,968","2,152","0","53","50","2,162","333","11,718"
"MOTOR VEHICLE ADMINISTRATION","7651","2576","0","54","158","3801","40","14,280","2,455","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"NVRA BY MAIL","36","23","0","0","0","34","0","93","16","MOVED OUT OF STATE","541","376","0","4","11","290","23","1,245"
"ONLINE REGISTRATION","374","174","0","1","11","170","4","734","100","OTHER","132","26","1","0","4","57","0","220"
"OTHER MEANS","72","21","0","0","0","22","0","115","961","VOTER REQUEST","7","4","0","0","0","8","0","19"
"RECRUITING","0","0","0","0","0","0","0","0","0","","","","","","","","","0"
"SOCIAL SERVICES","36","8","0","1","0","26","0","71","26","","","","","","","","",""
"VOLUNTEER","3","4","0","0","0","2","0","9","0","","","","","","","","",""
"TOTAL","9,458","3,345","1","70","186","4,605","64","17,729","4,630","TOTAL","14,590","5,191","1","86","111","4,231","466","24,676"
