"Charles","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","1","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","25","8","0","0","1","0","5","0","39","6","COUNTY TRANSFER - OUT","48","32","0","0","0","0","23","2","105"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","2","0","0","0","0","0","1","0","3"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","53","29","0","0","0","0","8","0","90"
"FROM ANOTHER BOARD","1","0","0","0","0","0","0","0","1","1","DUPLICATE","0","1","0","0","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","2","2","0","0","1","0","0","0","5","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","173","57","0","0","32","1","66","1","330","30","MOVED OUT OF STATE","12","10","0","0","0","0","7","0","29"
"NVRA BY MAIL","2","0","0","0","0","1","0","0","3","0","OTHER","0","0","0","0","0","0","3","0","3"
"OTHER MEANS","3","0","0","0","0","0","0","0","3","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","158","58","2","0","2","0","56","1","277"
"SOCIAL SERVICES","0","0","0","0","0","0","1","0","1","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","206","67","0","0","34","2","72","1","382","38","TOTAL","273","130","2","0","2","0","98","3","508"
