"Calvert","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","15","10","0","0","0","0","3","0","28","1","COUNTY TRANSFER - OUT","27","18","0","0","0","0","9","0","54"
"DESIGNATED STATE AGENCIES","1","1","0","0","0","0","1","0","3","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","19","8","0","0","0","0","2","0","29"
"FROM ANOTHER BOARD","0","0","0","0","1","0","0","0","1","0","DUPLICATE","3","1","0","0","0","0","4","0","8"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","0","0","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","65","54","0","0","17","2","42","0","180","11","MOVED OUT OF STATE","4","14","0","0","0","0","5","0","23"
"NVRA BY MAIL","1","0","0","0","0","0","0","0","1","0","OTHER","0","0","0","0","0","0","0","0","0"
"OTHER MEANS","0","0","0","0","0","0","1","0","1","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","15","13","0","0","0","0","10","3","41"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","1","10","0","0","0","0","0","0","11","0","","","","","","","","","",""
"TOTAL","83","75","0","0","18","2","47","0","225","12","TOTAL","68","54","0","0","0","0","30","3","155"
