"Anne Arundel","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","1","0","0","0","0","0","0","2","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","92","66","1","0","7","1","36","0","203","10","COUNTY TRANSFER - OUT","160","99","2","0","8","2","61","0","332"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","1","0","1","0","CRIMINAL CONVICTION","7","5","1","0","0","0","2","0","15"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","242","133","0","0","1","0","46","0","422"
"FROM ANOTHER BOARD","3","1","0","0","1","0","0","0","5","2","DUPLICATE","22","20","0","0","1","0","8","0","51"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","1","MAIL VERIFICATION (NVRA)","1","0","0","0","0","1","1","0","3"
"IN PERSON","2","1","0","0","0","0","2","0","5","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","336","216","2","0","68","7","155","1","785","160","MOVED OUT OF STATE","41","52","1","0","1","0","18","0","113"
"NVRA BY MAIL","5","5","0","0","0","0","3","0","13","1","OTHER","0","3","0","0","0","1","0","0","4"
"OTHER MEANS","20","14","0","0","1","1","9","0","45","6","VOTER REQUEST","0","0","0","0","0","0","1","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","11","6","0","0","1","0","4","0","22"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","1","1","0","0","0","0","0","0","2","0","","","","","","","","","",""
"TOTAL","460","305","3","0","77","9","206","1","1,061","181","TOTAL","484","318","4","0","12","4","141","0","963"
