"Howard","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","196","BOARD ACTION","76","63","0","0","1","2","50","5","197"
"BY MAIL","89","38","1","0","7","1","33","0","169","594","COUNTY TRANSFER - OUT","197","100","1","0","4","2","80","5","389"
"DESIGNATED STATE AGENCIES","0","1","0","0","0","0","0","0","1","2","CRIMINAL CONVICTION","0","0","0","0","0","0","1","0","1"
"ELDERLY / DISABLED","1","0","0","0","0","0","0","0","1","32","DEATH NOTICE","85","49","0","0","1","0","11","1","147"
"FROM ANOTHER BOARD","1","2","0","0","0","0","0","0","3","54","DUPLICATE","24","19","0","0","0","0","7","1","51"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","108","MAIL VERIFICATION (NVRA)","21","15","0","0","0","0","6","2","44"
"IN PERSON","3","0","0","0","0","0","1","0","4","103","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","214","105","0","0","49","4","111","1","484","691","MOVED OUT OF STATE","54","33","2","0","3","0","25","1","118"
"NVRA BY MAIL","5","0","0","0","0","0","3","0","8","30","OTHER","4","4","0","0","0","0","8","0","16"
"OTHER MEANS","38","40","0","0","2","6","33","0","119","2,055","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","0","0","0","1"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","4","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","15","","","","","","","","","",""
"TOTAL","351","186","1","0","58","11","181","1","789","3,884","TOTAL","462","283","3","0","9","4","188","15","964"
