"Baltimore City","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","1","BOARD ACTION","4","0","0","0","0","0","2","0","6"
"BY MAIL","132","27","1","0","8","2","40","0","210","9","COUNTY TRANSFER - OUT","384","73","7","0","3","2","94","6","569"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","1","0","1","3","CRIMINAL CONVICTION","127","12","0","0","0","0","18","0","157"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","479","43","0","0","1","0","24","2","549"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","1","DUPLICATE","94","14","0","0","0","0","16","0","124"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","1","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","1","0","0","0","0","0","3","0","4","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","519","88","2","1","42","9","146","3","810","119","MOVED OUT OF STATE","83","18","0","0","1","0","26","2","130"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","1","OTHER","0","0","0","0","0","0","0","0","0"
"OTHER MEANS","27","8","0","0","0","0","6","2","43","2","VOTER REQUEST","1","0","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","787","188","11","0","1","2","262","9","1,260"
"SOCIAL SERVICES","8","3","0","0","0","1","5","0","17","23","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","687","126","3","1","50","12","201","5","1,085","160","TOTAL","1,959","348","18","0","6","4","442","19","2,796"
