"Caroline","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","2","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","4","5","0","0","0","0","2","0","11","14","COUNTY TRANSFER - OUT","12","10","0","0","1","0","4","0","27"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","2","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","20","11","0","0","1","0","2","0","34"
"FROM ANOTHER BOARD","1","0","0","0","0","0","0","0","1","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","1","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","0","0","0","0","0","0","1","0","1","3","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","6","11","1","0","5","0","4","0","27","45","MOVED OUT OF STATE","1","2","1","0","0","0","2","0","6"
"NVRA BY MAIL","3","1","0","0","0","0","0","0","4","0","OTHER","0","1","0","0","0","0","1","0","2"
"OTHER MEANS","0","1","0","0","0","0","0","0","1","7","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","2","0","2"
"SOCIAL SERVICES","0","0","0","0","0","0","1","0","1","2","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","14","18","1","0","5","0","8","0","46","76","TOTAL","33","24","1","0","2","0","11","0","71"
