"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","3","1","0","0","0","0","1","0","5","267","BOARD ACTION","80","63","0","0","1","2","58","5","209"
"BY MAIL","962","494","9","1","1","13","387","7","1,874","937","COUNTY TRANSFER - OUT","2,053","977","22","0","39","23","670","45","3,829"
"DESIGNATED STATE AGENCIES","141","41","0","0","10","2","45","4","243","12","CRIMINAL CONVICTION","170","32","1","0","1","0","37","2","243"
"ELDERLY / DISABLED","4","0","0","0","1","0","0","0","5","102","DEATH NOTICE","2,959","1,066","4","0","14","3","287","64","4,397"
"FROM ANOTHER BOARD","38","25","1","0","2","0","14","0","80","207","DUPLICATE","419","160","1","0","1","2","99","32","714"
"PROVISIONAL BALLOT","2","0","0","0","0","0","1","0","3","163","MAIL VERIFICATION (NVRA)","146","162","0","0","0","6","82","6","402"
"IN PERSON","81","24","0","0","14","0","51","0","170","216","MENTAL INCOMPETENCY","1","0","0","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","3,975","1,733","24","5","686","53","1,725","24","8,225","5,074","MOVED OUT OF STATE","720","475","8","0","11","7","256","15","1,492"
"NVRA BY MAIL","67","26","2","0","13","1","29","0","138","41","OTHER","136","30","1","0","12","2","59","0","240"
"OTHER MEANS","163","88","1","0","7","8","75","3","345","13,842","VOTER REQUEST","3","3","0","0","0","0","3","1","10"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1,634","765","17","0","6","5","645","20","3,092"
"SOCIAL SERVICES","16","6","0","0","0","1","9","0","32","226","","","","","","","","","",""
"VOLUNTEER","23","50","1","0","6","1","7","0","88","15","","","","","","","","","",""
"TOTAL","5,475","2,488","38","6","740","79","2,344","38","11,208","21,102","TOTAL","8,321","3,733","54","0","85","50","2,196","190","14,629"
