"Baltimore City","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","4","1","0","0","0","1","0","6","1","BOARD ACTION","1","1","0","0","0","0","0","2"
"BY MAIL","180","36","1","0","1","52","4","274","67","COUNTY TRANSFER - OUT","405","66","1","0","5","77","2","556"
"DESIGNATED STATE AGENCIES","4","0","0","0","0","0","0","4","0","CRIMINAL CONVICTION","60","1","0","0","0","7","0","68"
"ELDERLY / DISABLED","0","0","0","0","0","1","0","1","0","DEATH NOTICE","471","46","0","0","0","24","2","543"
"FROM ANOTHER BOARD","1","0","0","0","0","0","0","1","0","DUPLICATE","16","3","0","0","0","1","0","20"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","3","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","6","1","0","0","0","0","0","7","11","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","1,493","183","2","0","8","447","7","2,140","187","MOVED OUT OF STATE","101","29","1","0","0","29","0","160"
"NVRA BY MAIL","1","1","0","0","0","1","0","3","0","OTHER","1","0","0","0","0","0","0","1"
"OTHER MEANS","31","4","0","0","0","10","0","45","107","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","3","0","0","0","0","0","0","3"
"SOCIAL SERVICES","11","2","0","0","0","6","0","19","5","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","2","0","2","0","","","","","","","","",""
"TOTAL","1,731","228","3","0","9","520","11","2,502","381","TOTAL","1,058","146","2","0","5","138","4","1,353"
