"Wicomico","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","10","2","0","0","0","5","1","18","17","COUNTY TRANSFER - OUT","41","11","0","0","0","17","1","70"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","0","1","0","CRIMINAL CONVICTION","6","1","0","0","0","3","0","10"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","52","25","0","0","0","9","2","88"
"FROM ANOTHER BOARD","1","0","0","0","0","0","0","1","1","DUPLICATE","0","1","0","0","0","1","0","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","10","7","0","0","0","3","0","20"
"IN PERSON","2","1","0","0","0","0","0","3","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","117","62","1","0","1","52","1","234","61","MOVED OUT OF STATE","9","4","0","0","0","3","0","16"
"NVRA BY MAIL","1","2","0","0","0","3","0","6","0","OTHER","2","0","0","0","0","1","0","3"
"OTHER MEANS","2","2","0","0","0","1","0","5","8","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","4","1","0","0","0","0","0","5","2","","","","","","","","",""
"VOLUNTEER","1","0","0","0","0","0","0","1","0","","","","","","","","",""
"TOTAL","139","70","1","0","1","61","2","274","90","TOTAL","120","49","0","0","0","37","3","209"
