"Prince George's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","0","1","1","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","273","44","2","0","2","90","1","412","95","COUNTY TRANSFER - OUT","295","51","2","1","1","53","18","421"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","16","2","0","0","0","3","0","21"
"ELDERLY / DISABLED","9","3","0","0","0","1","0","13","27","DEATH NOTICE","315","50","0","0","1","26","17","409"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","40","DUPLICATE","119","10","0","0","0","10","4","143"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","10","MAIL VERIFICATION (NVRA)","12","0","0","0","0","2","0","14"
"IN PERSON","6","0","0","0","0","2","0","8","12","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","1,530","145","4","0","5","469","12","2,165","208","MOVED OUT OF STATE","64","14","1","0","0","17","3","99"
"NVRA BY MAIL","1","1","0","0","0","0","0","2","0","OTHER","10","3","0","0","0","1","0","14"
"OTHER MEANS","25","5","0","0","0","12","1","43","5,368","VOTER REQUEST","0","0","0","0","0","1","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","2","1","0","0","0","0","0","3"
"SOCIAL SERVICES","7","0","0","0","0","2","0","9","74","","","","","","","","",""
"VOLUNTEER","15","1","0","0","0","1","0","17","0","","","","","","","","",""
"TOTAL","1,867","199","6","0","7","577","14","2,670","5,835","TOTAL","833","131","3","1","2","113","42","1,125"
