"Montgomery","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","1","0","0","0","0","0","2","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","158","47","0","0","1","97","4","307","39","COUNTY TRANSFER - OUT","186","70","1","1","2","81","1","342"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","6","3","0","0","0","2","0","11"
"ELDERLY / DISABLED","3","0","0","0","0","0","0","3","1","DEATH NOTICE","1","0","0","0","0","0","0","1"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","8","2","0","0","0","4","0","14"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","183","84","3","0","1","72","1","344"
"IN PERSON","6","2","0","0","0","1","0","9","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","766","195","11","0","14","478","5","1,469","172","MOVED OUT OF STATE","48","14","2","0","1","17","0","82"
"NVRA BY MAIL","1","0","0","0","0","1","0","2","0","OTHER","6","0","0","0","0","3","0","9"
"OTHER MEANS","14","1","0","0","0","8","1","24","4","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","4","0","0","0","0","1","0","5","0","","","","","","","","",""
"VOLUNTEER","10","3","0","0","0","10","0","23","0","","","","","","","","",""
"TOTAL","963","249","11","0","15","596","10","1,844","216","TOTAL","438","173","6","1","4","179","2","803"
