"Frederick","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","1","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","35","43","2","1","1","31","0","113","3","COUNTY TRANSFER - OUT","48","41","1","0","0","27","0","117"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","1","0","2","0","CRIMINAL CONVICTION","2","0","0","0","0","2","0","4"
"ELDERLY / DISABLED","2","5","0","0","1","1","0","9","0","DEATH NOTICE","68","62","0","0","0","14","0","144"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","0","1","0","0","0","2","0","3"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","17","11","0","0","0","8","0","36"
"IN PERSON","4","1","0","0","0","1","0","6","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","120","117","3","0","4","141","1","386","78","MOVED OUT OF STATE","18","10","0","0","1","8","0","37"
"NVRA BY MAIL","18","11","0","0","0","5","0","34","1","OTHER","0","0","0","0","0","0","0","0"
"OTHER MEANS","7","15","0","0","1","15","0","38","129","VOTER REQUEST","0","1","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","1","0","0","0","0","0","0","1","0","","","","","","","","",""
"VOLUNTEER","6","1","1","0","0","1","0","9","0","","","","","","","","",""
"TOTAL","194","193","6","1","7","196","1","598","212","TOTAL","153","126","1","0","1","61","0","342"
