"Carroll","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","20","28","2","0","0","14","4","68","2","COUNTY TRANSFER - OUT","27","44","0","0","0","14","1","86"
"DESIGNATED STATE AGENCIES","2","0","0","0","0","1","0","3","0","CRIMINAL CONVICTION","2","0","0","0","0","1","0","3"
"ELDERLY / DISABLED","1","0","0","0","0","0","0","1","0","DEATH NOTICE","20","10","0","0","0","0","1","31"
"FROM ANOTHER BOARD","1","1","0","0","0","1","0","3","0","DUPLICATE","0","1","0","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0"
"IN PERSON","0","5","0","0","0","3","0","8","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","77","124","4","1","4","86","0","296","56","MOVED OUT OF STATE","3","6","0","0","0","5","0","14"
"NVRA BY MAIL","4","10","0","0","0","6","0","20","3","OTHER","1","2","0","0","0","3","0","6"
"OTHER MEANS","4","1","0","0","0","6","0","11","0","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","2","2","0","0","0","2","0","6"
"SOCIAL SERVICES","0","1","0","0","0","0","0","1","1","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","109","170","6","1","4","117","4","411","63","TOTAL","55","65","0","0","0","25","2","147"
