"Howard","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","66","46","0","0","3","46","4","165","14","COUNTY TRANSFER - OUT","119","91","1","1","0","54","6","272"
"DESIGNATED STATE AGENCIES","2","4","0","0","0","0","0","6","1","CRIMINAL CONVICTION","0","1","0","0","0","0","0","1"
"ELDERLY / DISABLED","9","6","0","0","0","9","0","24","0","DEATH NOTICE","78","55","0","0","0","14","2","149"
"FROM ANOTHER BOARD","0","0","0","0","0","1","1","2","9","DUPLICATE","3","5","0","0","0","2","0","10"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","1","0","0","0","0","1","0","2"
"IN PERSON","7","1","0","0","0","1","0","9","2","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","366","178","0","0","7","310","8","869","127","MOVED OUT OF STATE","27","19","0","0","0","12","0","58"
"NVRA BY MAIL","6","3","0","0","0","2","0","11","2","OTHER","0","1","0","0","0","1","0","2"
"OTHER MEANS","25","11","0","0","1","31","1","69","47","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","0","0","1"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","481","249","0","0","11","400","14","1,155","202","TOTAL","229","172","1","1","0","84","8","495"
