"Calvert","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","6","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","10","15","0","0","0","7","0","32","2","COUNTY TRANSFER - OUT","28","23","0","0","0","22","0","73"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","1","0","1","0","CRIMINAL CONVICTION","2","2","0","0","0","1","0","5"
"ELDERLY / DISABLED","0","2","0","0","0","0","0","2","0","DEATH NOTICE","14","7","0","0","0","3","0","24"
"FROM ANOTHER BOARD","1","0","0","0","0","0","0","1","0","DUPLICATE","1","0","0","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","19","24","1","0","0","15","2","61"
"IN PERSON","1","1","0","0","0","0","0","2","2","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","75","64","1","0","1","67","0","208","74","MOVED OUT OF STATE","1","5","0","0","0","2","0","8"
"NVRA BY MAIL","0","1","0","0","0","1","0","2","2","OTHER","1","0","0","0","0","0","0","1"
"OTHER MEANS","7","10","0","0","0","7","0","24","14","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","3","0","0","0","0","0","4"
"SOCIAL SERVICES","1","0","0","0","0","0","0","1","1","","","","","","","","",""
"VOLUNTEER","3","4","0","0","0","3","0","10","0","","","","","","","","",""
"TOTAL","98","97","1","0","1","86","0","283","101","TOTAL","67","64","1","0","0","43","2","177"
