"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","15","7","0","0","0","1","0","23","11","BOARD ACTION","1","1","0","0","0","0","0","2"
"BY MAIL","1,260","591","9","1","12","638","28","2,539","363","COUNTY TRANSFER - OUT","1,794","759","7","5","18","588","40","3,211"
"DESIGNATED STATE AGENCIES","18","8","0","0","0","8","0","34","1","CRIMINAL CONVICTION","122","21","0","0","1","34","2","180"
"ELDERLY / DISABLED","28","18","0","0","1","12","0","59","30","DEATH NOTICE","1,658","595","0","0","3","168","33","2,457"
"FROM ANOTHER BOARD","17","6","0","0","0","10","1","34","66","DUPLICATE","165","37","0","0","0","26","4","232"
"PROVISIONAL BALLOT","1","0","0","0","0","0","0","1","16","MAIL VERIFICATION (NVRA)","545","274","4","0","8","214","6","1,051"
"IN PERSON","60","32","0","0","1","17","0","110","264","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","6,623","2,330","47","7","87","3,554","57","12,705","1,409","MOVED OUT OF STATE","357","185","5","0","4","132","10","693"
"NVRA BY MAIL","154","117","1","0","3","111","2","388","41","OTHER","49","30","0","0","0","34","2","115"
"OTHER MEANS","150","84","0","0","3","114","4","355","6,119","VOTER REQUEST","2","1","0","0","0","2","0","5"
"RECRUITING","1","0","0","0","0","0","0","1","0","CONFIRMATION MAIL","33","27","0","0","0","11","2","73"
"SOCIAL SERVICES","50","16","0","0","1","26","0","93","89","","","","","","","","",""
"VOLUNTEER","50","9","1","0","0","18","0","78","0","","","","","","","","",""
"TOTAL","8,427","3,218","58","8","108","4,509","92","16,420","8,409","TOTAL","4,726","1,930","16","5","34","1,209","99","8,019"
