"Allegany","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","2","2","0","0","0","1","0","5","1","COUNTY TRANSFER - OUT","6","10","0","0","0","4","0","20"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","2","0","2"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","41","39","0","0","0","7","0","87"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","0","3","0","0","0","0","0","3"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","1","1","0","0","0","0","0","2"
"IN PERSON","0","2","0","0","0","0","0","2","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","18","35","0","0","1","26","0","80","17","MOVED OUT OF STATE","1","0","0","0","0","0","0","1"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","3","OTHER","2","0","0","0","0","0","0","2"
"OTHER MEANS","7","15","0","0","1","8","0","31","11","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","2","0","0","0","0","0","0","2","0","","","","","","","","",""
"VOLUNTEER","","","","","","","","0","","","","","","","","","",""
"TOTAL","29","54","0","0","2","35","0","120","32","TOTAL","51","53","0","0","0","13","0","117"
