"St. Mary's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","10","9","1","0","0","7","0","27","18","COUNTY TRANSFER - OUT","15","8","0","0","2","10","1","36"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","1","0","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","17","18","0","0","0","2","2","39"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","DUPLICATE","0","1","0","0","0","1","0","2"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","23","17","0","0","0","12","1","53"
"IN PERSON","0","4","0","0","0","1","0","5","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","90","103","2","3","1","91","1","291","27","MOVED OUT OF STATE","4","3","0","0","0","4","0","11"
"NVRA BY MAIL","1","8","0","0","0","1","0","10","2","OTHER","6","2","0","0","0","2","0","10"
"OTHER MEANS","1","0","0","0","0","0","0","1","0","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","1","0","0","0","0","0","0","1","0","CONFIRMATION MAIL","1","0","0","0","0","0","0","1"
"SOCIAL SERVICES","1","0","0","0","0","0","0","1","0","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"TOTAL","104","124","3","3","1","100","1","336","47","TOTAL","67","49","0","0","2","31","4","153"
