"Harford","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","21","31","0","0","1","18","0","71","1","COUNTY TRANSFER - OUT","65","44","0","0","1","19","0","129"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","2","0","3","0","CRIMINAL CONVICTION","8","5","0","0","1","4","0","18"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","DEATH NOTICE","108","62","0","0","1","17","1","189"
"FROM ANOTHER BOARD","1","2","0","0","0","1","0","4","0","DUPLICATE","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","46","35","0","0","3","26","1","111"
"IN PERSON","0","1","0","0","0","0","0","1","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","131","123","1","1","0","131","2","389","24","MOVED OUT OF STATE","24","28","0","0","2","15","1","70"
"NVRA BY MAIL","8","5","0","0","0","6","0","19","1","OTHER","6","15","0","0","0","13","1","35"
"OTHER MEANS","1","1","0","0","0","1","0","3","1","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","14","10","0","0","0","7","1","32"
"SOCIAL SERVICES","3","1","0","0","1","1","0","6","0","","","","","","","","",""
"VOLUNTEER","1","0","0","0","0","1","0","2","0","","","","","","","","",""
"TOTAL","167","164","1","1","2","161","2","498","27","TOTAL","271","199","0","0","8","101","5","584"
