"Baltimore Co.","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","7","4","0","0","0","0","0","11","1","BOARD ACTION","0","0","0","0","0","0","0","0"
"BY MAIL","161","60","0","0","1","70","6","298","5","COUNTY TRANSFER-OUT","272","110","0","2","2","91","8","485"
"DESIGNATED STATE AGENCIES","6","1","0","0","0","2","0","9","0","CRIMINAL CONVICTION","0","1","0","0","0","1","0","2"
"ELDERLY / DISABLED","2","1","0","0","0","0","0","3","2","DEATH NOTICE","268","88","0","0","0","20","3","379"
"FROM ANOTHER BOARD","6","2","0","0","0","2","0","10","0","DUPLICATE","6","2","0","0","0","2","0","10"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","1","MAIL VERIFICATION (NVRA)","97","25","0","0","1","14","0","137"
"IN PERSON","16","3","0","0","0","0","0","19","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","886","307","8","1","15","469","8","1,694","90","MOVED OUT OF STATE","27","23","1","0","0","11","2","64"
"NVRA BY MAIL","44","17","0","0","0","19","1","81","1","OTHER","9","6","0","0","0","4","1","20"
"OTHER MEANS","8","4","0","0","0","3","0","15","256","VOTER REQUEST","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","2","2","0","0","0","0","0","4"
"SOCIAL SERVICES","8","4","0","0","0","8","0","20","5","","","","","","","","",""
"VOLUNTEER","1","0","0","0","0","0","0","1","0","","","","","","","","",""
"TOTAL","1,145","403","8","1","16","573","15","2,161","361","TOTAL","681","257","1","2","3","143","14","1,101"
