"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","",""
"","DEM","REP","AME","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","AME","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","11","3","0","0","0","4","0","18","8","BOARD ACTION","2","1","0","0","0","0","0","3"
"BY MAIL","1699","458","1","18","24","556","25","2,781","397","CONFIRMATION MAIL","8","2","0","0","0","1","0","11"
"DESIGNATED STATE AGENCIES","20","11","0","2","0","7","1","41","3","COUNTY TRANSFER - OUT","3,826","1,105","2","28","42","1,189","41","6,233"
"ELDERLY / DISABLED","4","1","0","0","0","1","0","6","0","CRIMINAL CONVICTION","66","12","0","0","0","16","1","95"
"FROM ANOTHER BOARD","56","24","0","0","2","22","4","108","27","DEATH NOTICE","1,697","665","2","3","2","192","26","2,587"
"PROVISIONAL BALLOT","2","1","0","0","0","0","0","3","0","DUPLICATE","44","7","0","1","0","12","2","66"
"IN PERSON","19","7","0","0","1","8","0","35","7","MAIL VERIFICATION (NVRA)","7,494","2,713","2","41","71","2,715","238","13,274"
"MOTOR VEHICLE ADMINISTRATION","5378","1808","0","48","105","2698","56","10,093","1,397","MENTAL INCOMPETENCY","1","1","0","0","0","0","0","2"
"NVRA BY MAIL","45","29","0","0","1","50","3","128","11","MOVED OUT OF STATE","536","442","0","6","12","290","17","1,303"
"ONLINE REGISTRATION","334","175","0","2","11","126","4","652","27","OTHER","83","29","0","0","1","31","2","146"
"OTHER MEANS","55","52","0","0","0","25","1","133","180","VOTER REQUEST","22","8","0","0","1","9","1","41"
"RECRUITING","1","0","0","0","0","0","1","2","0","","","","","","","","","0"
"SOCIAL SERVICES","44","7","0","0","0","25","0","76","33","","","","","","","","",""
"VOLUNTEER","7","1","0","0","1","4","0","13","0","","","","","","","","",""
"TOTAL","7,675","2,577","1","70","145","3,526","95","14,089","2,090","TOTAL","13,779","4,985","6","79","129","4,455","328","23,761"
