"Kent","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","2","0","0","0","0","0","0","2","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","13","3","1","0","0","1","6","0","24","0","COUNTY TRANSFER - OUT","12","5","0","0","0","0","5","0","22"
"DESIGNATED STATE AGENCIES","0","1","0","0","0","0","1","0","2","0","CRIMINAL CONVICTION","0","0","0","0","0","0","1","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","16","14","0","0","0","0","1","0","31"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","15","6","0","0","0","0","3","0","24"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","1","7","0","0","0","0","2","0","10","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","26","13","0","0","0","0","13","0","52","6","MOVED OUT OF STATE","2","2","0","0","0","0","0","0","4"
"NVRA BY MAIL","0","1","0","0","0","0","4","0","5","0","OTHER","0","1","0","0","0","0","0","0","1"
"OTHER MEANS","0","0","0","0","0","0","0","0","0","4","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","2","3","0","0","0","0","0","0","5"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","1","0","0","0","0","0","0","0","1","0","","","","","","","","","",""
"TOTAL","41","27","1","0","0","1","26","0","96","10","TOTAL","47","31","0","0","0","0","10","0","88"
