"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","88","32","0","0","0","1","59","3","183","38","BOARD ACTION","4","2","0","0","0","0","16","0","22"
"BY MAIL","3,327","1,348","19","0","0","36","1,602","89","6,421","562","COUNTY TRANSFER - OUT","3,360","1,434","27","0","0","16","1,079","99","6,015"
"DESIGNATED STATE AGENCIES","164","27","0","0","0","1","40","3","235","6","CRIMINAL CONVICTION","210","51","1","0","0","0","44","4","310"
"ELDERLY / DISABLED","23","7","0","0","0","0","6","0","36","5","DEATH NOTICE","958","317","0","0","0","0","60","48","1,383"
"FROM ANOTHER BOARD","707","115","2","1","0","2","171","19","1,017","53","DUPLICATE","661","325","1","1","0","1","205","29","1,223"
"PROVISIONAL BALLOT","19","19","0","0","0","0","0","0","38","4","MAIL VERIFICATION (NVRA)","39","20","0","0","0","0","22","2","83"
"IN PERSON","192","92","0","0","0","4","82","4","374","29","MENTAL INCOMPETENCY","0","2","0","0","0","0","0","0","2"
"MOTOR VEHICLE ADMINISTRATION","6,295","2,656","45","1","0","108","3,330","93","12,528","1,331","MOVED OUT OF STATE","373","299","3","0","0","5","210","5","895"
"NVRA BY MAIL","405","225","6","0","0","6","208","6","856","37","OTHER","80","33","1","0","0","2","62","3","181"
"OTHER MEANS","706","184","7","0","0","2","194","5","1,098","342","VOTER REQUEST","6","4","0","0","0","0","3","0","13"
"RECRUITING","1","1","0","0","0","0","0","0","2","0","CONFIRMATION MAIL","723","687","6","0","0","5","393","14","1,828"
"SOCIAL SERVICES","30","12","0","0","0","0","18","0","60","3","","","","","","","","","",""
"VOLUNTEER","377","68","1","0","0","4","96","4","550","1","","","","","","","","","",""
"TOTAL","12,334","4,786","80","2","0","164","5,806","226","23,398","2,411","TOTAL","6,414","3,174","39","1","0","29","2,094","204","11,955"
