"Carroll","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","1","0","0","0","0","2","0","4","2","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","43","83","0","0","0","1","64","0","191","19","COUNTY TRANSFER - OUT","54","72","0","0","0","2","48","1","177"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","3","3","0","0","0","0","0","0","6"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","22","29","0","0","0","0","1","0","52"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","1","DUPLICATE","3","12","0","0","0","0","4","0","19"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","1","0","0","0","0","0","0","1"
"IN PERSON","3","4","0","0","0","0","5","0","12","3","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","100","133","1","0","0","2","94","1","331","71","MOVED OUT OF STATE","4","15","0","0","0","0","6","0","25"
"NVRA BY MAIL","13","22","0","0","0","1","19","0","55","2","OTHER","0","1","0","0","0","0","1","0","2"
"OTHER MEANS","4","3","0","0","0","0","3","0","10","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","60","114","0","0","0","0","52","0","226"
"SOCIAL SERVICES","1","0","0","0","0","0","0","0","1","0","","","","","","","","","",""
"VOLUNTEER","3","5","1","0","0","2","0","0","11","0","","","","","","","","","",""
"TOTAL","168","251","2","0","0","6","187","1","615","98","TOTAL","146","247","0","0","0","2","112","1","508"
