"Frederick","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","5","1","0","0","0","0","0","0","6","2","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","92","84","0","0","0","0","85","0","261","14","COUNTY TRANSFER - OUT","60","58","0","0","0","1","48","0","167"
"DESIGNATED STATE AGENCIES","4","5","0","0","0","0","1","0","10","0","CRIMINAL CONVICTION","3","1","0","0","0","0","2","0","6"
"ELDERLY / DISABLED","4","2","0","0","0","0","1","0","7","0","DEATH NOTICE","1","3","0","0","0","0","1","0","5"
"FROM ANOTHER BOARD","13","4","0","0","0","0","8","0","25","1","DUPLICATE","6","5","0","0","0","0","4","0","15"
"PROVISIONAL BALLOT","13","19","0","0","0","0","0","0","32","0","MAIL VERIFICATION (NVRA)","0","5","0","0","0","0","5","0","10"
"IN PERSON","4","11","0","0","0","0","4","0","19","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","159","106","2","0","0","5","125","1","398","33","MOVED OUT OF STATE","48","45","0","0","0","2","36","0","131"
"NVRA BY MAIL","10","10","2","0","0","0","16","0","38","3","OTHER","2","1","0","0","0","0","1","0","4"
"OTHER MEANS","25","20","0","0","0","0","6","0","51","9","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","113","146","1","0","0","1","55","0","316"
"SOCIAL SERVICES","4","1","0","0","0","0","1","0","6","0","","","","","","","","","",""
"VOLUNTEER","13","5","0","0","0","0","6","0","24","0","","","","","","","","","",""
"TOTAL","346","268","4","0","0","5","253","1","877","62","TOTAL","233","264","1","0","0","4","152","0","654"
