"Dorchester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","17","18","0","0","0","0","6","0","41","5","COUNTY TRANSFER - OUT","11","9","0","0","0","0","7","2","29"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","1","0","1","0","DEATH NOTICE","14","6","0","0","0","0","1","1","22"
"FROM ANOTHER BOARD","0","2","0","0","0","0","0","1","3","0","DUPLICATE","5","1","0","0","0","0","0","0","6"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","1","0","1"
"IN PERSON","6","2","0","0","0","0","0","0","8","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","30","27","0","0","0","0","17","1","75","21","MOVED OUT OF STATE","0","1","0","0","0","0","3","0","4"
"NVRA BY MAIL","0","2","0","0","0","0","2","0","4","0","OTHER","0","0","0","0","0","0","3","0","3"
"OTHER MEANS","1","0","0","0","0","0","0","0","1","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","12","7","1","0","0","0","5","0","25"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","54","51","0","0","0","0","26","2","133","26","TOTAL","42","24","1","0","0","0","20","3","90"
