"Charles","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","9","4","0","0","0","1","5","0","19","2","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","159","50","1","0","0","2","40","7","259","21","COUNTY TRANSFER - OUT","93","47","1","0","0","1","35","2","179"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","1","1","3","1","CRIMINAL CONVICTION","1","0","0","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","27","16","0","0","0","0","4","1","48"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","1","1","1","DUPLICATE","7","3","0","0","0","0","1","0","11"
"PROVISIONAL BALLOT","1","0","0","0","0","0","0","0","1","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","16","7","0","0","0","0","4","0","27","0","MENTAL INCOMPETENCY","0","1","0","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","305","94","1","0","0","5","110","7","522","42","MOVED OUT OF STATE","36","23","1","0","0","0","18","1","79"
"NVRA BY MAIL","37","6","0","0","0","1","9","0","53","2","OTHER","0","1","0","0","0","0","1","0","2"
"OTHER MEANS","8","0","0","0","0","0","2","0","10","19","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","77","49","0","0","0","1","31","1","159"
"SOCIAL SERVICES","7","0","0","0","0","0","4","0","11","0","","","","","","","","","",""
"VOLUNTEER","2","1","0","0","0","0","0","0","3","0","","","","","","","","","",""
"TOTAL","545","162","2","0","0","9","175","16","909","88","TOTAL","241","140","2","0","0","2","90","5","480"
