"Queen Anne's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","3","0","0","0","0","0","0","3","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","23","23","0","0","0","0","16","0","62","0","COUNTY TRANSFER - OUT","25","34","0","0","0","0","11","1","71"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","22","11","0","0","0","0","2","0","35"
"FROM ANOTHER BOARD","6","5","0","0","0","0","2","0","13","0","DUPLICATE","5","6","0","0","0","0","2","0","13"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","0","0","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","22","28","2","0","0","1","22","0","75","0","MOVED OUT OF STATE","3","3","0","0","0","0","1","0","7"
"NVRA BY MAIL","4","16","0","0","0","0","5","0","25","0","OTHER","1","0","0","0","0","0","2","0","3"
"OTHER MEANS","0","2","0","0","0","0","2","0","4","1","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","13","65","0","0","0","0","17","1","96"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","55","77","2","0","0","1","47","0","182","1","TOTAL","69","119","0","0","0","0","35","2","225"
