"Prince George's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","15","1","0","0","0","0","17","1","34","2","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","399","34","1","0","0","0","84","7","525","55","COUNTY TRANSFER - OUT","613","129","2","0","0","1","116","61","922"
"DESIGNATED STATE AGENCIES","152","17","0","0","0","1","29","2","201","1","CRIMINAL CONVICTION","43","8","0","0","0","0","9","3","63"
"ELDERLY / DISABLED","5","0","0","0","0","0","1","0","6","1","DEATH NOTICE","384","64","0","0","0","0","16","40","504"
"FROM ANOTHER BOARD","561","60","0","1","0","2","121","7","752","26","DUPLICATE","178","29","0","0","0","0","17","24","248"
"PROVISIONAL BALLOT","1","0","0","0","0","0","0","0","1","2","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","34","1","0","0","0","1","4","0","40","6","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","973","69","2","0","0","6","188","14","1,252","144","MOVED OUT OF STATE","2","2","0","0","0","0","0","0","4"
"NVRA BY MAIL","1","0","0","0","0","0","0","0","1","0","OTHER","5","0","0","0","0","0","4","0","9"
"OTHER MEANS","149","11","1","0","0","0","36","1","198","34","VOTER REQUEST","1","0","0","0","0","0","0","0","1"
"RECRUITING","1","0","0","0","0","0","0","0","1","0","CONFIRMATION MAIL","2","0","0","0","0","0","0","0","2"
"SOCIAL SERVICES","2","0","0","0","0","0","0","0","2","0","","","","","","","","","",""
"VOLUNTEER","78","1","0","0","0","0","12","2","93","0","","","","","","","","","",""
"TOTAL","2,371","194","4","1","0","10","492","34","3,106","271","TOTAL","1,228","232","2","0","0","1","162","128","1,753"
