"Baltimore Co.","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","11","7","0","0","0","0","1","0","19","5","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","363","117","3","0","0","3","146","12","644","27","COUNTY TRANSFER - OUT","648","246","5","0","0","3","145","14","1,061"
"DESIGNATED STATE AGENCIES","2","0","0","0","0","0","0","0","2","0","CRIMINAL CONVICTION","2","0","0","0","0","0","0","0","2"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","3","1","0","0","0","0","1","1","6"
"FROM ANOTHER BOARD","6","5","0","0","0","0","0","1","12","0","DUPLICATE","54","18","0","0","0","1","5","0","78"
"PROVISIONAL BALLOT","3","0","0","0","0","0","0","0","3","0","MAIL VERIFICATION (NVRA)","3","1","0","0","0","0","1","1","6"
"IN PERSON","8","1","0","0","0","0","3","0","12","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","934","347","7","0","0","15","428","10","1,741","35","MOVED OUT OF STATE","45","19","0","0","0","0","13","1","78"
"NVRA BY MAIL","145","44","4","0","0","1","64","2","260","14","OTHER","19","6","0","0","0","0","5","0","30"
"OTHER MEANS","346","99","5","0","0","1","80","1","532","190","VOTER REQUEST","1","1","0","0","0","0","1","0","3"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","1","0","1"
"SOCIAL SERVICES","1","0","0","0","0","0","0","0","1","0","","","","","","","","","",""
"VOLUNTEER","3","0","0","0","0","0","0","0","3","0","","","","","","","","","",""
"TOTAL","1,822","620","19","0","0","20","722","26","3,229","272","TOTAL","775","292","5","0","0","4","172","17","1,265"
