"Wicomico","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","3","1","0","0","0","0","3","0","7","4","BOARD ACTION","0","0","0","0","0","0","1","0","1"
"BY MAIL","39","27","0","0","0","0","23","2","91","12","COUNTY TRANSFER - OUT","37","27","0","0","0","1","29","1","95"
"DESIGNATED STATE AGENCIES","0","1","0","0","0","0","1","0","2","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","1","0","0","0","0","0","0","1","0","DEATH NOTICE","43","19","0","0","0","0","4","1","67"
"FROM ANOTHER BOARD","3","2","0","0","0","0","0","0","5","3","DUPLICATE","7","4","0","0","0","0","9","0","20"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","5","7","0","0","0","0","3","3","18","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","145","94","2","0","0","4","92","0","337","70","MOVED OUT OF STATE","5","4","0","0","0","0","4","0","13"
"NVRA BY MAIL","10","6","0","0","0","1","6","0","23","1","OTHER","5","1","0","0","0","1","2","1","10"
"OTHER MEANS","1","1","0","0","0","0","0","0","2","3","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","34","35","0","0","0","0","36","4","109"
"SOCIAL SERVICES","1","1","0","0","0","0","2","0","4","0","","","","","","","","","",""
"VOLUNTEER","2","1","0","0","0","1","0","0","4","0","","","","","","","","","",""
"TOTAL","209","142","2","0","0","6","130","5","494","94","TOTAL","131","90","0","0","0","2","85","7","315"
