"Anne Arundel","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","4","0","0","0","0","3","0","9","11","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","436","255","3","0","0","13","263","0","970","125","COUNTY TRANSFER - OUT","263","142","2","0","0","1","137","0","545"
"DESIGNATED STATE AGENCIES","3","1","0","0","0","0","4","0","8","0","CRIMINAL CONVICTION","33","12","0","0","0","0","8","0","53"
"ELDERLY / DISABLED","1","1","0","0","0","0","0","0","2","0","DEATH NOTICE","0","0","0","0","0","0","0","0","0"
"FROM ANOTHER BOARD","3","3","0","0","0","0","2","0","8","0","DUPLICATE","62","61","0","0","0","0","41","2","166"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","4","1","0","0","0","0","1","0","6"
"IN PERSON","9","2","0","0","0","1","9","0","21","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","571","346","6","0","0","11","371","1","1,306","262","MOVED OUT OF STATE","48","75","0","0","0","1","35","0","159"
"NVRA BY MAIL","47","38","0","0","0","0","26","0","111","8","OTHER","12","6","0","0","0","0","11","0","29"
"OTHER MEANS","36","15","0","0","0","0","12","1","64","5","VOTER REQUEST","1","0","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","130","124","0","0","0","1","47","1","303"
"SOCIAL SERVICES","8","3","0","0","0","0","6","0","17","1","","","","","","","","","",""
"VOLUNTEER","17","1","0","0","0","1","15","0","34","0","","","","","","","","","",""
"TOTAL","1,133","669","9","0","0","26","711","2","2,550","412","TOTAL","553","421","2","0","0","3","280","3","1,262"
