"Calvert","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","0","0","1","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","55","33","0","0","0","0","29","2","119","15","COUNTY TRANSFER - OUT","43","35","0","0","0","0","20","2","100"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","1","0","0","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","16","7","0","0","0","0","2","0","25"
"FROM ANOTHER BOARD","16","15","0","0","0","0","10","2","43","0","DUPLICATE","13","8","0","0","0","0","8","0","29"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","3","0","0","0","0","1","0","0","4","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","63","65","0","0","0","1","66","2","197","46","MOVED OUT OF STATE","6","7","0","0","0","0","6","0","19"
"NVRA BY MAIL","6","3","0","0","0","0","6","1","16","1","OTHER","0","0","0","0","0","0","4","0","4"
"OTHER MEANS","2","1","0","0","0","0","1","0","4","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","1","0","0","0","0","0","0","1","0","CONFIRMATION MAIL","2","2","0","0","0","0","9","2","15"
"SOCIAL SERVICES","2","2","0","0","0","0","0","0","4","1","","","","","","","","","",""
"VOLUNTEER","10","10","0","0","0","0","3","1","24","0","","","","","","","","","",""
"TOTAL","158","130","0","0","0","2","115","8","413","63","TOTAL","81","59","0","0","0","0","49","4","193"
