"Wicomico","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","1","0","1","0","2"
"BY MAIL","5","6","0","0","1","0","3","0","15","7","COUNTY TRANSFER - OUT","18","11","0","0","1","1","14","0","45"
"DESIGNATED STATE AGENCIES","0","1","0","0","0","0","0","0","1","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","45","38","0","0","0","0","4","0","87"
"FROM ANOTHER BOARD","0","0","1","0","0","0","0","0","1","0","DUPLICATE","0","0","0","0","0","0","1","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","2","1","0","0","1","0","0","0","4","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","89","66","0","0","22","2","42","0","221","49","MOVED OUT OF STATE","1","5","0","0","0","0","0","1","7"
"NVRA BY MAIL","0","2","0","0","0","0","0","0","2","0","OTHER","1","1","0","0","0","0","0","0","2"
"OTHER MEANS","2","2","0","0","1","0","1","0","6","2","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","12","9","0","0","1","0","5","0","27"
"SOCIAL SERVICES","2","0","0","0","0","0","2","0","4","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","100","78","1","0","25","2","48","0","254","58","TOTAL","77","64","0","0","3","1","25","1","171"
