"Calvert","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","9","9","0","0","1","0","5","0","24","1","COUNTY TRANSFER - OUT","14","15","0","0","0","0","13","0","42"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","2","1","0","0","0","0","1","0","4"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","19","10","0","0","0","0","4","1","34"
"FROM ANOTHER BOARD","9","3","0","0","0","0","4","0","16","1","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","1","0","0","0","1","0","2","0","4","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","71","64","2","1","13","0","49","0","200","27","MOVED OUT OF STATE","3","5","0","0","0","0","3","0","11"
"NVRA BY MAIL","0","2","0","0","1","0","1","0","4","1","OTHER","1","3","0","0","0","0","1","0","5"
"OTHER MEANS","0","0","0","0","0","0","1","0","1","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","11","3","1","0","2","0","4","2","23"
"SOCIAL SERVICES","0","0","0","0","0","0","2","0","2","0","","","","","","","","","",""
"VOLUNTEER","0","2","0","0","0","0","0","0","2","0","","","","","","","","","",""
"TOTAL","90","80","2","1","16","0","64","0","253","30","TOTAL","50","37","1","0","2","0","26","3","119"
