"Worcester","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","1","0","0","0","0","0","0","1","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","4","7","0","0","0","0","4","0","15","1","COUNTY TRANSFER - OUT","12","13","0","0","1","1","14","0","41"
"DESIGNATED STATE AGENCIES","0","2","0","0","0","0","0","0","2","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","29","14","0","0","1","0","4","1","49"
"FROM ANOTHER BOARD","1","0","0","0","0","0","0","0","1","1","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","0","0","0","0","0","0","0","0","0","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","33","40","0","0","16","1","18","2","110","8","MOVED OUT OF STATE","2","1","0","0","1","0","0","0","4"
"NVRA BY MAIL","1","0","0","0","0","0","2","0","3","0","OTHER","0","0","0","0","0","0","0","0","0"
"OTHER MEANS","2","2","0","0","0","0","0","0","4","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","2","3","0","0","0","0","2","0","7"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","41","52","0","0","16","1","24","2","136","10","TOTAL","45","31","0","0","3","1","20","1","101"
