"Queen Anne's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","0","0","0","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","11","6","0","0","0","0","2","0","19","20","COUNTY TRANSFER - OUT","8","25","0","0","1","2","3","0","39"
"DESIGNATED STATE AGENCIES","3","1","0","0","0","0","1","0","5","1","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","59","41","0","0","0","0","4","0","104"
"FROM ANOTHER BOARD","1","1","0","0","0","0","0","0","2","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","1","0","0","0","0","0","0","0","1","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","12","22","0","0","5","5","10","0","54","2","MOVED OUT OF STATE","1","3","0","0","0","0","2","0","6"
"NVRA BY MAIL","3","4","0","0","0","0","1","0","8","0","OTHER","0","0","0","0","0","0","0","0","0"
"OTHER MEANS","1","1","0","0","0","0","1","0","3","2","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","389","456","2","0","3","3","187","11","1,051"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","32","35","0","0","5","5","15","0","92","26","TOTAL","457","525","2","0","4","5","196","11","1,200"
