"Prince George's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","0","0","0","0","0","0","1","0","1","139","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","56","14","0","0","2","3","12","1","88","167","COUNTY TRANSFER - OUT","321","66","2","0","2","1","48","20","460"
"DESIGNATED STATE AGENCIES","30","8","0","0","2","0","11","0","51","3","CRIMINAL CONVICTION","6","1","0","0","0","0","0","0","7"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","8","DEATH NOTICE","294","58","0","0","2","0","11","21","386"
"FROM ANOTHER BOARD","9","3","0","0","0","0","3","1","16","118","DUPLICATE","10","0","0","0","0","0","0","0","10"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","65","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","4","0","0","0","0","0","1","0","5","18","MENTAL INCOMPETENCY","1","0","0","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","570","79","1","0","52","2","136","3","843","1,957","MOVED OUT OF STATE","165","35","1","0","0","1","39","9","250"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","7","OTHER","1","0","0","0","0","0","0","0","1"
"OTHER MEANS","46","6","0","0","2","0","10","0","64","7,881","VOTER REQUEST","1","0","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","87","","","","","","","","","",""
"VOLUNTEER","2","1","0","0","0","0","1","0","4","0","","","","","","","","","",""
"TOTAL","717","111","1","0","58","5","175","5","1,072","10,450","TOTAL","799","160","3","0","4","2","98","50","1,116"
