"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","117","41","0","2","35","4","199","144","BOARD ACTION","1","0","0","0","1","0","2"
"BY MAIL","161","29","0","1","57","4","252","1","CONFIRMATION MAIL","2","1","0","0","0","0","3"
"DESIGNATED STATE AGENCIES","8","1","0","0","2","0","11","0","COUNTY TRANSFER - OUT","6,661","1,786","26","83","1,903","88","10,547"
"ELDERLY / DISABLED / SOC SEC","1268","306","7","20","428","31","2,060","19","CRIMINAL CONVICTION","22","8","0","0","9","0","39"
"FROM ANOTHER BOARD","2","0","0","0","0","0","2","1","DEATH NOTICE","783","312","1","1","114","11","1,222"
"PROVISIONAL BALLOT","8480","2735","32","108","2757","120","14,232","3,393","DUPLICATE","20","8","0","0","2","0","30"
"IN PERSON","15","6","0","1","8","1","31","1","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","385","234","0","8","154","4","785","7","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"NVRA BY MAIL","1","0","0","0","0","0","1","0","MOVED OUT OF STATE","60","53","2","1","46","3","165"
"ONLINE REGISTRATION","222","89","3","7","67","0","388","108","OTHER","53","24","0","0","25","4","106"
"OTHER MEANS","228","101","2","0","108","7","446","94","VOTER REQUEST","9","2","0","0","1","0","12"
"RECRUITING","0","0","0","0","0","0","0","0","","","","","","","","0"
"SAME DAY REGISTRATION","3309","1246","13","36","1012","71","5,687","36","","","","","","","",""
"SOCIAL SERVICES","1","0","0","0","0","0","1","3","","","","","","","",""
"VOLUNTEER","1","0","0","0","1","0","2","0","","","","","","","",""
"TOTAL","14,198","4,788","57","183","4,629","242","24,097","3,807","TOTAL","7,611","2,194","29","85","2,101","106","12,126"
